freq,unit,accident,victim,pers_cat,geo\TIME_PERIOD	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,OTH,KIL,TOTAL,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	1 
A,NR,OTH,KIL,TOTAL,CHUNNEL	: 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 
A,NR,OTH,KIL,TOTAL,DE	0 	2 	0 	1 	0 	0 	1 	0 	1 	2 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,DK	0 	1 	1 	2 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
A,NR,OTH,KIL,TOTAL,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,EL	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,EU27_2020	: 	: 	: 	: 	12 	8 	9 	6 	5 	3 	2 	5 	1 	1 	2 	1 	3 	2 
A,NR,OTH,KIL,TOTAL,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,FR	12 	3 	16 	2 	4 	1 	2 	3 	2 	0 	0 	2 	0 	0 	0 	0 	0 	1 
A,NR,OTH,KIL,TOTAL,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,HU	0 	6 	0 	0 	2 	1 	2 	2 	1 	0 	2 	0 	1 	1 	0 	1 	2 	0 
A,NR,OTH,KIL,TOTAL,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,IT	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,OTH,KIL,TOTAL,MK	: 	: 	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,OTH,KIL,TOTAL,NL	0 	0 	1 	0 	0 	1 	2 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,PL	18 	8 	12 	2 	0 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,RO	0 	0 	4 	3 	3 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,SE	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,SI	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,SK	49 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,TOTAL,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	2 	: 	1 	0 	: 	: 
A,NR,OTH,KIL,TOTAL,UK	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	: 	: 	: 
A,NR,OTH,KIL,UA_PER,AT	: 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,DE	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,DK	0 	1 	1 	2 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
A,NR,OTH,KIL,UA_PER,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,EL	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,EU27_2020	: 	: 	: 	: 	7 	2 	7 	2 	2 	0 	0 	1 	0 	1 	2 	0 	1 	2 
A,NR,OTH,KIL,UA_PER,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,FR	12 	0 	9 	2 	3 	1 	2 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
A,NR,OTH,KIL,UA_PER,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,HU	: 	3 	0 	0 	1 	0 	2 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 
A,NR,OTH,KIL,UA_PER,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,NL	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,PL	10 	0 	4 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,RO	0 	0 	0 	3 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,SI	: 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,SK	49 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,OTH,KIL,UA_PER,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,OTH,KIL,UNK,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,OTH,KIL,UNK,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,OTH,KIL,UNK,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,EMP,AT	0 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,BE	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	2 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,BG	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,EU27_2020	: 	: 	: 	: 	0 	0 	0 	1 	4 	0 	1 	0 	3 	0 	0 	0 	1 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,FR	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,EMP,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,EMP,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,RO	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	1 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,SI	: 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,EMP,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,EMP,UK	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,EL	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,EU27_2020	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,SI	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,LV_USR,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,OTH,AT	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,EU27_2020	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,OTH,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	4 	2 	0 	: 	: 	: 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,OTH,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,OTH,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,OTH,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,RSTK_FIRE,INJ_SRL,PAS,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,BG	0 	0 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_FIRE,INJ_SRL,PAS,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
